29,"[30.2017409921, 30.2017409921]","[-97.8774952432, -97.8774952432]"
30,"[30.4722192833, 30.4722192833]","[-97.7994472, -97.7994472]"
31,"[30.2691029532, 30.2691029532]","[-97.7493953705, -97.7493953705]"
32,"[30.2370831965, 30.2370831965]","[-97.7948856354, -97.7948856354]"
34,"[40.7544655167, 40.7544655167]","[-73.9771938, -73.9771938]"
35,"[33.0795353146, 33.0795353146]","[-96.8230676651, -96.8230676651]"
36,"[40.7805414319, 40.7805414319]","[-73.9668273926, -73.9668273926]"
37,"[39.7639171421, 39.7639171421]","[-86.1555147171, -86.1555147171]"
39,"[37.6163560649, 37.6163560649]","[-122.3861503601, -122.3861503601]"
40,"[45.3309854833, 45.3309854833]","[-121.7112971667, -121.7112971667]"
41,"[30.304839035, 30.304839035]","[-97.74243885, -97.74243885]"
42,"[37.8265767205, 37.8265767205]","[-122.2519954685, -122.2519954685]"
43,"[34.0485714167, 34.0485714167]","[-118.43593475, -118.43593475]"
44,"[30.4237116468, 30.4237116468]","[-97.7020812035, -97.7020812035]"
47,"[35.597241655, 35.597241655]","[-82.55355471, -82.55355471]"
48,"[33.7596418, 33.7596418]","[-84.3317657, -84.3317657]"
49,"[38.969016773, 38.969016773]","[-94.6081697174, -94.6081697174]"
50,"[41.9118230833, 41.9118230833]","[-87.6771043667, -87.6771043667]"
51,"[44.9864347, 44.9864347]","[-93.169454467, -93.169454467]"
52,"[30.2015573297, 30.2015573297]","[-97.6671266556, -97.6671266556]"
53,"[37.7007179833, 37.7007179833]","[-122.4837067333, -122.4837067333]"
54,"[30.33812085, 30.33812085]","[-97.7189583833, -97.7189583833]"
55,"[40.0168041152, 40.0168041152]","[-105.2807861567, -105.2807861567]"
56,"[45.5226767, 45.5226767]","[-122.6733613, -122.6733613]"
57,"[49.3731806, 49.3731806]","[-123.2923744167, -123.2923744167]"
58,"[37.4536427167, 37.4536427167]","[-122.1150896167, -122.1150896167]"
59,"[35.98094084, 35.98094084]","[-79.05305206, -79.05305206]"
60,"[35.4792595713, 35.4792595713]","[-97.5214129686, -97.5214129686]"
61,"[41.1429861833, 41.1429861833]","[-81.3571345667, -81.3571345667]"
62,"[37.7850822833, 37.7850822833]","[-122.4325565833, -122.4325565833]"
63,"[36.0848987512, 36.0848987512]","[-115.1490783691, -115.1490783691]"
64,"[39.2853922167, 39.2853922167]","[-94.9069191333, -94.9069191333]"
65,"[38.95806955, 38.95806955]","[-95.2505872833, -95.2505872833]"
66,"[30.2679095833, 30.2679095833]","[-97.7493124167, -97.7493124167]"
67,"[48.994119734, 48.994119734]","[8.40034011, 8.40034011]"
68,"[33.4632838147, 33.4632838147]","[-86.7952269316, -86.7952269316]"
69,"[28.3872285337, 28.3872285337]","[-81.4924407005, -81.4924407005]"
70,"[37.4481337833, 37.4481337833]","[-122.1595358833, -122.1595358833]"
71,"[36.0809449235, 36.0809449235]","[-115.1468467712, -115.1468467712]"
72,"[51.503224133, 51.503224133]","[-0.118756367, -0.118756367]"
73,"[37.4252282162, 37.4252282162]","[-122.1458827777, -122.1458827777]"
74,"[30.2328656347, 30.2328656347]","[-97.8649127483, -97.8649127483]"
75,"[38.990272817, 38.990272817]","[-94.608839717, -94.608839717]"
76,"[37.3945769833, 37.3945769833]","[-122.0808653667, -122.0808653667]"
77,"[30.2576215259, 30.2576215259]","[-97.8069019318, -97.8069019318]"
78,"[37.4631242, 37.4631242]","[-122.4311362167, -122.4311362167]"
79,"[30.2355166947, 30.2355166947]","[-97.7716362476, -97.7716362476]"
80,"[30.31702548, 30.31702548]","[-97.74959671, -97.74959671]"
81,"[42.198375866, 42.198375866]","[-122.715541887, -122.715541887]"
82,"[37.7907800667, 37.7907800667]","[-122.3891674333, -122.3891674333]"
83,"[-34.10239541, -34.10239541]","[18.48001921, 18.48001921]"
84,"[37.4320087414, 37.4320087414]","[-122.2015553713, -122.2015553713]"
85,"[36.8599457333, 36.8599457333]","[-121.81537385, -121.81537385]"
86,"[37.5635820667, 37.5635820667]","[-122.32450205, -122.32450205]"
87,"[38.4024367385, 38.4024367385]","[-122.3618870974, -122.3618870974]"
88,"[30.2679095833, 30.2679095833]","[-97.7493124167, -97.7493124167]"
89,"[32.954588417, 32.954588417]","[-96.762994483, -96.762994483]"
90,"[37.652873545, 37.652873545]","[-97.4289679527, -97.4289679527]"
91,"[30.2663469167, 30.2663469167]","[-97.7711749, -97.7711749]"
92,"[38.2607120701, 38.2607120701]","[-122.0547800586, -122.0547800586]"
93,"[37.7613213167, 37.7613213167]","[-122.43070955, -122.43070955]"
94,"[32.9663720333, 32.9663720333]","[-97.0379933, -97.0379933]"
95,"[39.9122999667, 39.9122999667]","[-105.0527692167, -105.0527692167]"
96,"[37.4223555227, 37.4223555227]","[-122.0880496502, -122.0880496502]"
97,"[32.9815468196, 32.9815468196]","[-97.1600550001, -97.1600550001]"
98,"[30.2296376167, 30.2296376167]","[-97.8370143667, -97.8370143667]"
99,"[51.5204400704, 51.5204400704]","[-0.0916671753, -0.0916671753]"
100,"[51.5442272716, 51.5442272716]","[-0.2008000745, -0.2008000745]"
101,"[37.7956864865, 37.7956864865]","[-122.393682003, -122.393682003]"
102,"[30.2015573297, 30.2015573297]","[-97.6671266556, -97.6671266556]"
103,"[48.5812377167, 48.5812377167]","[7.7484735333, 7.7484735333]"
104,"[37.4320087414, 37.4320087414]","[-122.2015553713, -122.2015553713]"
106,"[37.426615702, 37.426615702]","[-122.1727752686, -122.1727752686]"
107,"[39.052925534, 39.052925534]","[-94.591435488, -94.591435488]"
108,"[37.4448380124, 37.4448380124]","[-122.1610271931, -122.1610271931]"
109,"[30.2650364594, 30.2650364594]","[-97.7461831119, -97.7461831119]"
110,"[38.9557597259, 38.9557597259]","[-94.6861239037, -94.6861239037]"
111,"[37.8098207333, 37.8098207333]","[-122.2645274833, -122.2645274833]"
112,"[30.3891670333, 30.3891670333]","[-97.7528005, -97.7528005]"
113,"[30.2654149575, 30.2654149575]","[-97.7401685715, -97.7401685715]"
114,"[47.5633516833, 47.5633516833]","[-122.6269464667, -122.6269464667]"
115,"[39.1798446122, 39.1798446122]","[-76.6709661484, -76.6709661484]"
116,"[30.2580037984, 30.2580037984]","[-97.8073015809, -97.8073015809]"
119,"[26.19147165, 26.19147165]","[-80.1386757833, -80.1386757833]"
120,"[50.62337535, 50.62337535]","[3.03522348, 3.03522348]"
121,"[30.295243905, 30.295243905]","[-97.7842721343, -97.7842721343]"
122,"[32.7961511, 32.7961511]","[-96.7951331333, -96.7951331333]"
123,"[37.4574535167, 37.4574535167]","[-122.1318668667, -122.1318668667]"
124,"[37.4178905947, 37.4178905947]","[-122.0255327225, -122.0255327225]"
125,"[32.8442871179, 32.8442871179]","[-96.7861175537, -96.7861175537]"
126,"[25.9579289158, 25.9579289158]","[-80.2388620377, -80.2388620377]"
127,"[33.9435379571, 33.9435379571]","[-118.4071683884, -118.4071683884]"
128,"[39.1917862889, 39.1917862889]","[-120.2483224869, -120.2483224869]"
129,"[37.5660762333, 37.5660762333]","[-122.3240920667, -122.3240920667]"
130,"[37.3284407, 37.3284407]","[-122.0061257, -122.0061257]"
131,"[30.1886862363, 30.1886862363]","[-97.7688360214, -97.7688360214]"
133,"[37.7840008435, 37.7840008435]","[-122.3945939541, -122.3945939541]"
134,"[34.713783854, 34.713783854]","[-92.399225235, -92.399225235]"
135,"[37.7840008435, 37.7840008435]","[-122.3945939541, -122.3945939541]"
136,"[39.8772709259, 39.8772709259]","[-75.2416706085, -75.2416706085]"
138,"[30.2679095833, 30.2679095833]","[-97.7493124167, -97.7493124167]"
139,"[38.8510285667, 38.8510285667]","[-94.8173713667, -94.8173713667]"
140,"[38.9509921667, 38.9509921667]","[-104.80364355, -104.80364355]"
141,"[30.259376483, 30.259376483]","[-97.7383903, -97.7383903]"
142,"[27.9314994667, 27.9314994667]","[-82.48275035, -82.48275035]"
143,"[40.7381447096, 40.7381447096]","[-73.9905890822, -73.9905890822]"
144,"[41.82819005, 41.82819005]","[-71.4094812333, -71.4094812333]"
146,"[39.6385202277, 39.6385202277]","[-86.0827680608, -86.0827680608]"
147,"[39.712733056, 39.712733056]","[-86.2996673584, -86.2996673584]"
148,"[30.26175155, 30.26175155]","[-97.7618140833, -97.7618140833]"
150,"[38.6829881167, 38.6829881167]","[-90.48003105, -90.48003105]"
151,"[39.1917862889, 39.1917862889]","[-120.2483224869, -120.2483224869]"
152,"[59.9127997, 59.9127997]","[10.7559921167, 10.7559921167]"
153,"[30.4078486263, 30.4078486263]","[-97.7267253399, -97.7267253399]"
154,"[30.2811204101, 30.2811204101]","[-97.7452111244, -97.7452111244]"
156,"[37.7513158645, 37.7513158645]","[-122.4318983585, -122.4318983585]"
157,"[30.2691029532, 30.2691029532]","[-97.7493953705, -97.7493953705]"
158,"[37.636287, 37.636287]","[-122.40095575, -122.40095575]"
159,"[37.7847236986, 37.7847236986]","[-122.3951625824, -122.3951625824]"
160,"[41.8964835185, 41.8964835185]","[-87.6388485607, -87.6388485607]"
161,"[37.7647768775, 37.7647768775]","[-122.4222582579, -122.4222582579]"
162,"[29.3043717167, 29.3043717167]","[-94.7927058667, -94.7927058667]"
163,"[30.2493640765, 30.2493640765]","[-97.7494704723, -97.7494704723]"
164,"[49.4597079867, 49.4597079867]","[11.072980816, 11.072980816]"
166,"[30.2528845, 30.2528845]","[-97.7005691333, -97.7005691333]"
167,"[31.63163936, 31.63163936]","[-7.99422937, -7.99422937]"
169,"[33.5579543027, 33.5579543027]","[-117.6695501804, -117.6695501804]"
170,"[33.6510832656, 33.6510832656]","[-117.7461647987, -117.7461647987]"
171,"[30.2827417739, 30.2827417739]","[-97.7381837368, -97.7381837368]"
172,"[30.2679095833, 30.2679095833]","[-97.7493124167, -97.7493124167]"
174,"[48.8939276667, 48.8939276667]","[2.38681625, 2.38681625]"
175,"[59.3300839389, 59.3300839389]","[18.076917344, 18.076917344]"
176,"[37.6163560649, 37.6163560649]","[-122.3861503601, -122.3861503601]"
177,"[40.5892234667, 40.5892234667]","[-105.0628651, -105.0628651]"
178,"[29.9616318667, 29.9616318667]","[-95.592245, -95.592245]"
179,"[37.819799378, 37.819799378]","[-122.373298919, -122.373298919]"
180,"[30.2602348501, 30.2602348501]","[-97.7509617805, -97.7509617805]"
181,"[37.7786438646, 37.7786438646]","[-122.393682003, -122.393682003]"
182,"[30.2620048281, 30.2620048281]","[-97.7416920662, -97.7416920662]"
183,"[61.2078108643, 61.2078108643]","[-149.838269949, -149.838269949]"
184,"[37.8000694507, 37.8000694507]","[-122.442111969, -122.442111969]"
185,"[41.0740172932, 41.0740172932]","[-111.9795924425, -111.9795924425]"
188,"[47.6503186, 47.6503186]","[-122.3496299333, -122.3496299333]"
189,"[40.1391708868, 40.1391708868]","[-105.1221442223, -105.1221442223]"
190,"[40.1403191556, 40.1403191556]","[-105.1170480251, -105.1170480251]"
191,"[37.7784053672, 37.7784053672]","[-122.3909582198, -122.3909582198]"
192,"[38.8945471, 38.8945471]","[-94.67019718, -94.67019718]"
193,"[38.8979376667, 38.8979376667]","[-94.7426296667, -94.7426296667]"
194,"[39.2974431129, 39.2974431129]","[-94.716053009, -94.716053009]"
195,"[39.0621575833, 39.0621575833]","[-94.5905805167, -94.5905805167]"
196,"[48.119909414, 48.119909414]","[16.5608811378, 16.5608811378]"
197,"[33.925379129, 33.925379129]","[-116.90148491, -116.90148491]"
198,"[51.91154645, 51.91154645]","[4.457842567, 4.457842567]"
200,"[37.7896260359, 37.7896260359]","[-122.397713704, -122.397713704]"
201,"[37.78060685, 37.78060685]","[-122.3963457, -122.3963457]"
202,"[30.2158666167, 30.2158666167]","[-97.8307851, -97.8307851]"
203,"[29.707791658, 29.707791658]","[-98.1311273575, -98.1311273575]"
204,"[40.0168513615, 40.0168513615]","[-105.2773582935, -105.2773582935]"
205,"[41.90921431, 41.90921431]","[12.457263134, 12.457263134]"
206,"[36.0745213277, 36.0745213277]","[-95.8845603161, -95.8845603161]"
208,"[30.2080538167, 30.2080538167]","[-97.7212117, -97.7212117]"
209,"[30.2039179691, 30.2039179691]","[-97.7177208061, -97.7177208061]"
210,"[30.2692604776, 30.2692604776]","[-97.7476358414, -97.7476358414]"
211,"[30.3126627052, 30.3126627052]","[-97.7387148142, -97.7387148142]"
212,"[30.2690751548, 30.2690751548]","[-97.7421534061, -97.7421534061]"
213,"[41.2485643333, 41.2485643333]","[-76.9662792, -76.9662792]"
214,"[30.2602348501, 30.2602348501]","[-97.7509617805, -97.7509617805]"
215,"[51.04022369, 51.04022369]","[-114.0811104331, -114.0811104331]"
216,"[36.1006963173, 36.1006963173]","[-115.2800599918, -115.2800599918]"
217,"[37.4157602871, 37.4157602871]","[-122.1525514126, -122.1525514126]"
218,"[35.61200605, 35.61200605]","[-97.5667434333, -97.5667434333]"
219,"[35.3608798989, 35.3608798989]","[-97.5475682188, -97.5475682188]"
220,"[30.2581590238, 30.2581590238]","[-97.8077495098, -97.8077495098]"
221,"[37.4257600333, 37.4257600333]","[-122.1430065, -122.1430065]"
222,"[42.0908247833, 42.0908247833]","[-87.7652790667, -87.7652790667]"
223,"[40.6438845363, 40.6438845363]","[-73.7828063965, -73.7828063965]"
224,"[29.5433333333, 29.5433333333]","[-95.1377777778, -95.1377777778]"
225,"[30.2419679265, 30.2419679265]","[-97.7679884434, -97.7679884434]"
226,"[32.7783033, 32.7783033]","[-96.7601235167, -96.7601235167]"
227,"[39.9501085167, 39.9501085167]","[-75.1502609167, -75.1502609167]"
228,"[39.00781929, 39.00781929]","[-94.57861638, -94.57861638]"
229,"[47.6502383759, 47.6502383759]","[-122.3497971725, -122.3497971725]"
231,"[37.7949693667, 37.7949693667]","[-122.4227349333, -122.4227349333]"
232,"[37.742466152, 37.742466152]","[-97.282182494, -97.282182494]"
233,"[30.2980366333, 30.2980366333]","[-97.7474727667, -97.7474727667]"
234,"[37.7864788714, 37.7864788714]","[-122.403563261, -122.403563261]"
235,"[37.7405678203, 37.7405678203]","[-122.4345266819, -122.4345266819]"
236,"[32.78419415, 32.78419415]","[-96.7844256167, -96.7844256167]"
237,"[41.5830490721, 41.5830490721]","[-93.618466258, -93.618466258]"
238,"[41.9132146252, 41.9132146252]","[-87.6541511468, -87.6541511468]"
239,"[40.0192929667, 40.0192929667]","[-105.27464835, -105.27464835]"
240,"[37.7709861237, 37.7709861237]","[-122.4689340591, -122.4689340591]"
241,"[47.9799989667, 47.9799989667]","[-122.2046698833, -122.2046698833]"
242,"[30.3322476314, 30.3322476314]","[-97.7402865887, -97.7402865887]"
243,"[41.0835360167, 41.0835360167]","[-74.0585777167, -74.0585777167]"
244,"[33.9125137667, 33.9125137667]","[-117.86731085, -117.86731085]"
245,"[37.7648846167, 37.7648846167]","[-122.42260265, -122.42260265]"
246,"[37.3230876833, 37.3230876833]","[-121.95281895, -121.95281895]"
247,"[49.2251370818, 49.2251370818]","[-122.9900550842, -122.9900550842]"
248,"[39.1021134685, 39.1021134685]","[-94.5817302971, -94.5817302971]"
249,"[37.4693283, 37.4693283]","[-122.2118617, -122.2118617]"
250,"[-27.5240356833, -27.5240356833]","[153.2682682667, 153.2682682667]"
251,"[37.4861369543, 37.4861369543]","[-122.2290923527, -122.2290923527]"
252,"[30.2015573297, 30.2015573297]","[-97.6671266556, -97.6671266556]"
253,"[37.798179292, 37.798179292]","[-122.4072493774, -122.4072493774]"
254,"[51.4949511771, 51.4949511771]","[-0.1465880871, -0.1465880871]"
255,"[37.31019555, 37.31019555]","[-121.9144587833, -121.9144587833]"
256,"[39.0895778381, 39.0895778381]","[-94.5862547953, -94.5862547953]"
257,"[39.0419078068, 39.0419078068]","[-94.5935359855, -94.5935359855]"
258,"[35.8774367077, 35.8774367077]","[-78.793129921, -78.793129921]"
259,"[39.09217715, 39.09217715]","[-94.5835518833, -94.5835518833]"
260,"[30.2647199679, 30.2647199679]","[-97.7307808399, -97.7307808399]"
261,"[30.2015573297, 30.2015573297]","[-97.6671266556, -97.6671266556]"
263,"[38.9559715361, 38.9559715361]","[-95.2501773834, -95.2501773834]"
264,"[38.6348728667, 38.6348728667]","[-90.2239376833, -90.2239376833]"
266,"[30.2654334905, 30.2654334905]","[-97.755907774, -97.755907774]"
267,"[30.2691029532, 30.2691029532]","[-97.7493953705, -97.7493953705]"
268,"[41.82457785, 41.82457785]","[-71.404415217, -71.404415217]"
269,"[36.1074127025, 36.1074127025]","[-86.8148767948, -86.8148767948]"
270,"[38.9853286667, 38.9853286667]","[-94.60850715, -94.60850715]"
271,"[30.3079146406, 30.3079146406]","[-97.7505500615, -97.7505500615]"
272,"[48.0760970667, 48.0760970667]","[-122.1801735, -122.1801735]"
273,"[39.1853946447, 39.1853946447]","[-94.3704771996, -94.3704771996]"
274,"[35.50169735, 35.50169735]","[-97.5219944167, -97.5219944167]"
275,"[34.1558882333, 34.1558882333]","[-118.3461389, -118.3461389]"
276,"[38.4064587333, 38.4064587333]","[-122.3666995667, -122.3666995667]"
277,"[-36.8514879982, -36.8514879982]","[174.7638612986, 174.7638612986]"
278,"[30.401747627, 30.401747627]","[-97.715296453, -97.715296453]"
280,"[37.7826046833, 37.7826046833]","[-122.4076080167, -122.4076080167]"
281,"[25.776460018, 25.776460018]","[-80.196209497, -80.196209497]"
282,"[32.9334428993, 32.9334428993]","[-96.8171721697, -96.8171721697]"
283,"[32.910404677, 32.910404677]","[-96.805848197, -96.805848197]"
284,"[37.798467198, 37.798467198]","[-122.4495148659, -122.4495148659]"
285,"[37.8073739833, 37.8073739833]","[-122.43444815, -122.43444815]"
286,"[38.9661179522, 38.9661179522]","[-94.7797469434, -94.7797469434]"
287,"[42.3555061395, 42.3555061395]","[-71.0493385385, -71.0493385385]"
288,"[37.7980617458, 37.7980617458]","[-122.4037251477, -122.4037251477]"
289,"[38.9695527321, 38.9695527321]","[-95.2361226082, -95.2361226082]"
290,"[37.490009781, 37.490009781]","[-122.228427707, -122.228427707]"
291,"[28.018563, 28.018563]","[-82.765574, -82.765574]"
292,"[36.10230147, 36.10230147]","[-115.17118048, -115.17118048]"
294,"[36.11033499, 36.11033499]","[-115.15454667, -115.15454667]"
295,"[37.7552441349, 37.7552441349]","[-122.4234008789, -122.4234008789]"
296,"[39.0621575833, 39.0621575833]","[-94.5905805167, -94.5905805167]"
297,"[45.5238486277, 45.5238486277]","[-122.680850029, -122.680850029]"
298,"[40.73773491, 40.73773491]","[-73.98375588, -73.98375588]"
299,"[39.10683765, 39.10683765]","[-94.8352568, -94.8352568]"
300,"[38.872459167, 38.872459167]","[-94.670326667, -94.670326667]"
301,"[61.506191193, 61.506191193]","[23.929260558, 23.929260558]"
302,"[32.8974616458, 32.8974616458]","[-97.040348053, -97.040348053]"
303,"[37.7602062867, 37.7602062867]","[-122.4099518583, -122.4099518583]"
304,"[37.7777365104, 37.7777365104]","[-122.3888969421, -122.3888969421]"
306,"[38.9669954201, 38.9669954201]","[-95.2610169262, -95.2610169262]"
307,"[27.408489367, 27.408489367]","[-82.450618934, -82.450618934]"
308,"[37.7893447162, 37.7893447162]","[-122.4014818668, -122.4014818668]"
309,"[47.5879958833, 47.5879958833]","[-122.33400255, -122.33400255]"
310,"[38.9105874833, 38.9105874833]","[-94.3631817167, -94.3631817167]"
312,"[37.4021158979, 37.4021158979]","[-122.0315435057, -122.0315435057]"
313,"[37.7792120153, 37.7792120153]","[-122.3979198933, -122.3979198933]"
314,"[33.79945075, 33.79945075]","[-84.3239634, -84.3239634]"
315,"[36.64303225, 36.64303225]","[-93.26667767, -93.26667767]"
316,"[32.6021809007, 32.6021809007]","[-85.4891037941, -85.4891037941]"
317,"[42.3641514833, 42.3641514833]","[-71.0539950333, -71.0539950333]"
318,"[37.620949931, 37.620949931]","[-122.389938782, -122.389938782]"
319,"[45.5243296979, 45.5243296979]","[-122.6808071136, -122.6808071136]"
320,"[49.2623996167, 49.2623996167]","[-123.2451653481, -123.2451653481]"
321,"[45.5118806814, 45.5118806814]","[-122.6146960258, -122.6146960258]"
322,"[41.8741146239, 41.8741146239]","[-87.6251292229, -87.6251292229]"
323,"[30.301744476, 30.301744476]","[-97.744897306, -97.744897306]"
324,"[43.4242920663, 43.4242920663]","[-80.4421269175, -80.4421269175]"
325,"[51.5158981939, 51.5158981939]","[-0.1641679345, -0.1641679345]"
326,"[30.1024594333, 30.1024594333]","[-98.0131987, -98.0131987]"
327,"[30.2679095833, 30.2679095833]","[-97.7493124167, -97.7493124167]"
328,"[30.4820721167, 30.4820721167]","[-97.8330089, -97.8330089]"
329,"[39.1600263, 39.1600263]","[-75.5555105167, -75.5555105167]"
330,"[37.7724448022, 37.7724448022]","[-122.4060094357, -122.4060094357]"
331,"[37.7894364313, 37.7894364313]","[-122.4052058218, -122.4052058218]"
332,"[38.48014461, 38.48014461]","[22.58252775, 22.58252775]"
333,"[37.4479079167, 37.4479079167]","[-122.1597719167, -122.1597719167]"
334,"[30.3079146406, 30.3079146406]","[-97.7505500615, -97.7505500615]"
335,"[30.2679095833, 30.2679095833]","[-97.7493124167, -97.7493124167]"
336,"[40.7286734715, 40.7286734715]","[-73.9949798584, -73.9949798584]"
337,"[34.6229785167, 34.6229785167]","[-98.44264445, -98.44264445]"
338,"[38.89393222, 38.89393222]","[-77.06509894, -77.06509894]"
339,"[38.9715419647, 38.9715419647]","[-95.2353050728, -95.2353050728]"
340,"[50.3756940365, 50.3756940365]","[-4.1928344965, -4.1928344965]"
341,"[40.2386700699, 40.2386700699]","[-77.0468938351, -77.0468938351]"
342,"[30.2691029532, 30.2691029532]","[-97.7493953705, -97.7493953705]"
343,"[8.996425892, 8.996425892]","[38.787429685, 38.787429685]"
344,"[30.2490698167, 30.2490698167]","[-97.7500471473, -97.7500471473]"
345,"[40.7058460996, 40.7058460996]","[-74.0096315269, -74.0096315269]"
346,"[47.6625729741, 47.6625729741]","[-122.2978051007, -122.2978051007]"
347,"[37.768266831, 37.768266831]","[-122.421593062, -122.421593062]"
349,"[36.105921797, 36.105921797]","[-96.0763084888, -96.0763084888]"
350,"[30.2679095833, 30.2679095833]","[-97.7493124167, -97.7493124167]"
351,"[39.0897901667, 39.0897901667]","[-94.5859928167, -94.5859928167]"
353,"[30.26175155, 30.26175155]","[-97.7618140833, -97.7618140833]"
354,"[37.7794492667, 37.7794492667]","[-122.3948575833, -122.3948575833]"
355,"[37.7647172833, 37.7647172833]","[-122.4035716167, -122.4035716167]"
356,"[36.0851449, 36.0851449]","[-79.8317346833, -79.8317346833]"
358,"[33.8324948833, 33.8324948833]","[-116.5469258833, -116.5469258833]"
359,"[50.0510492533, 50.0510492533]","[8.5854721069, 8.5854721069]"
360,"[40.233811578, 40.233811578]","[-111.660178141, -111.660178141]"
361,"[53.731926009, 53.731926009]","[-0.571501087, -0.571501087]"
362,"[35.50820795, 35.50820795]","[-97.5248797833, -97.5248797833]"
363,"[37.8037889268, 37.8037889268]","[-122.4152961109, -122.4152961109]"
364,"[30.34083145, 30.34083145]","[-97.3465475167, -97.3465475167]"
365,"[37.8004505205, 37.8004505205]","[-122.43780182, -122.43780182]"
366,"[30.2453787516, 30.2453787516]","[-97.780444622, -97.780444622]"
367,"[37.782564357, 37.782564357]","[-122.3929839374, -122.3929839374]"
368,"[39.002869333, 39.002869333]","[-94.334487367, -94.334487367]"
369,"[45.5021803619, 45.5021803619]","[-122.5776637788, -122.5776637788]"
370,"[29.9839699528, 29.9839699528]","[-90.2578353882, -90.2578353882]"
372,"[40.1078648854, 40.1078648854]","[-75.1161324978, -75.1161324978]"
373,"[39.35943537, 39.35943537]","[-74.43163388, -74.43163388]"
374,"[38.922890977, 38.922890977]","[-94.6270724836, -94.6270724836]"
375,"[30.419466409, 30.419466409]","[-95.934547912, -95.934547912]"
376,"[37.7624115657, 37.7624115657]","[-122.397351265, -122.397351265]"
377,"[35.2400712333, 35.2400712333]","[-80.9182829167, -80.9182829167]"
378,"[40.73923254, 40.73923254]","[-73.99456781, -73.99456781]"
379,"[59.3420120167, 59.3420120167]","[17.9674315667, 17.9674315667]"
381,"[30.17211269, 30.17211269]","[-95.4749464989, -95.4749464989]"
382,"[53.0556454762, 53.0556454762]","[-0.7836073637, -0.7836073637]"
383,"[39.8744904167, 39.8744904167]","[-75.2435630167, -75.2435630167]"
384,"[41.8802976814, 41.8802976814]","[-87.6275324821, -87.6275324821]"
386,"[29.9475255833, 29.9475255833]","[-90.0690751167, -90.0690751167]"
387,"[30.2742918584, 30.2742918584]","[-97.7405226231, -97.7405226231]"
388,"[30.2505218833, 30.2505218833]","[-97.74909495, -97.74909495]"
390,"[37.3664565757, 37.3664565757]","[-121.9263339043, -121.9263339043]"
391,"[39.0183305667, 39.0183305667]","[-94.7379183667, -94.7379183667]"
392,"[38.9652466667, 38.9652466667]","[-92.3454665, -92.3454665]"
393,"[39.2894879334, 39.2894879334]","[-76.6164960427, -76.6164960427]"
394,"[37.55338985, 37.55338985]","[-122.3004206667, -122.3004206667]"
395,"[43.7224204029, 43.7224204029]","[-79.2370140553, -79.2370140553]"
396,"[45.5308162278, 45.5308162278]","[-122.6846909523, -122.6846909523]"
397,"[36.110979783, 36.110979783]","[-79.103713617, -79.103713617]"
398,"[34.101160315, 34.101160315]","[-118.323356055, -118.323356055]"
399,"[37.3067196167, 37.3067196167]","[-121.9776280667, -121.9776280667]"
400,"[38.939412, 38.939412]","[-94.2466561333, -94.2466561333]"
401,"[30.4607987667, 30.4607987667]","[-97.7920378333, -97.7920378333]"
402,"[35.49850315, 35.49850315]","[-97.7389766667, -97.7389766667]"
404,"[32.790477805, 32.790477805]","[-96.797636375, -96.797636375]"
405,"[37.7864788714, 37.7864788714]","[-122.403563261, -122.403563261]"
406,"[39.0410529489, 39.0410529489]","[-94.5947393775, -94.5947393775]"
